Gene stable ID,Gene name,FlyBase annotation ID,Gene type,Gene description
FBgn0264270,Sxl,CG43770,protein_coding,Sex lethal
FBgn0037197,CG13239,CG13239,protein_coding,CG13239
FBgn0063389,Me18S-G1620,CR32874,snoRNA,CR32874
FBgn0030638,CG11655,CG11655,protein_coding,CG11655
FBgn0265533,CR44383,CR44383,pseudogene,CR44383
FBgn0261860,CG42789,CG42789,protein_coding,CG42789
FBgn0038849,CG7079,CG7079,protein_coding,CG7079
FBgn0051615,CR31615,CR31615,pseudogene,CR31615
FBgn0266894,CR45354,CR45354,ncRNA,CR45354
FBgn0040608,CG14246,CG14246,protein_coding,CG14246
FBgn0029697,CG15570,CG15570,protein_coding,CG15570
FBgn0031132,CG15450,CG15450,protein_coding,CG15450
FBgn0265204,CR44264,CR44264,ncRNA,CR44264
FBgn0267014,CR45458,CR45458,pseudogene,CR45458
FBgn0261574,kug,CG7749,protein_coding,kugelei
FBgn0039434,TwdlM,CG5468,protein_coding,TweedleM
FBgn0051414,Gba1b,CG31414,protein_coding,Glucocerebrosidase 1b
FBgn0030431,Flad1,CG4407,protein_coding,Flavin adenine dinucleotide synthetase 1
FBgn0265344,CR44298,CR44298,ncRNA,CR44298
FBgn0267624,CR45962,CR45962,ncRNA,CR45962
FBgn0086056,Me18S-A425,CR34685,snoRNA,CR34685
FBgn0262109,CR42862,CR42862,ncRNA,CR42862
FBgn0266540,CG45101,CG45101,protein_coding,CG45101
FBgn0037534,Elovl7,CG2781,protein_coding,ELOVL fatty acid elongase 7
FBgn0267823,Gmer,CG3495,protein_coding,"GDP-4-keto-6-deoxy-D-mannose 3,5-epimerase/4-reductase"
FBgn0001078,ftz-f1,CG4059,protein_coding,ftz transcription factor 1
FBgn0025186,ari-2,CG5709,protein_coding,ariadne 2
FBgn0004516,Gad1,CG14994,protein_coding,Glutamic acid decarboxylase 1
FBgn0000606,eve,CG2328,protein_coding,even skipped
FBgn0033519,CG11825,CG11825,protein_coding,CG11825
FBgn0043884,mask,CG33106,protein_coding,multiple ankyrin repeats single KH domain
FBgn0030538,betaNACtes1,CG13402,protein_coding,"Nascent-associated complex beta-subunit-like, testis 1"
FBgn0053098,CG33098,CG33098,protein_coding,CG33098
FBgn0287619,CR46488,CR46488,ncRNA,CR46488
FBgn0033638,atos,CG9005,protein_coding,atossa
FBgn0031313,CG5080,CG5080,protein_coding,CG5080
FBgn0015803,RtGEF,CG10043,protein_coding,Rho-type guanine nucleotide exchange factor
FBgn0021825,DCTN2-p50,CG8269,protein_coding,"Dynactin 2, p50 subunit"
FBgn0050486,CG30486,CG30486,protein_coding,CG30486
FBgn0052324,Glu-CTC-3-7,CR32324,tRNA,Glutamic acid-CTC 3-7
FBgn0265059,CR44170,CR44170,ncRNA,CR44170
FBgn0032151,nAChRalpha6,CG4128,protein_coding,nicotinic Acetylcholine Receptor alpha6
FBgn0265047,FDY,CG41503,protein_coding,flagrante delicto Y
FBgn0084049,CR41440,CR41440,pseudogene,CR41440
FBgn0265509,CR44371,CR44371,ncRNA,CR44371
FBgn0028583,lcs,CG12794,protein_coding,la costa
FBgn0004622,TkR99D,CG7887,protein_coding,Tachykinin-like receptor at 99D
FBgn0015222,Fer1HCH,CG2216,protein_coding,Ferritin 1 heavy chain homologue
FBgn0265165,CR44234,CR44234,ncRNA,CR44234
FBgn0261927,CR42794,CR42794,ncRNA,CR42794
FBgn0265575,yin,CG44402,protein_coding,yin
FBgn0265548,CR44398,CR44398,ncRNA,CR44398
FBgn0034242,CG14480,CG14480,protein_coding,CG14480
FBgn0003916,21D,CR31656,snRNA,small nuclear RNA U1 at 21D
FBgn0083963,Nlg3,CG34127,protein_coding,Neuroligin 3
FBgn0041111,lilli,CG8817,protein_coding,lilliputian
FBgn0041720,34ABc,CR33788,snRNA,small nuclear RNA U2 at 34AB c
FBgn0032248,Bug22,CG5343,protein_coding,Basal body up regulated gene 22
FBgn0086898,dgo,CG12342,protein_coding,diego
FBgn0051644,COX6CL,CG31644,protein_coding,Cytochrome c oxidase subunit 6C-like
FBgn0029870,Marf,CG3869,protein_coding,Mitochondrial assembly regulatory factor
FBgn0033615,CG7741,CG7741,protein_coding,CG7741
FBgn0053382,CR33382,CR33382,rRNA,CR33382
FBgn0036807,CG6893,CG6893,protein_coding,CG6893
FBgn0027794,Lrpprc2,CG14786,protein_coding,Leucine-rich pentatricopeptide repeat containing 2
FBgn0265189,sud1,CG44254,protein_coding,sudestada1
FBgn0035124,ttm2,CG12313,protein_coding,tiny tim 2
FBgn0027491,Cdk5alpha,CG5387,protein_coding,Cdk5 activator-like protein
FBgn0036145,CG7607,CG7607,protein_coding,CG7607
FBgn0044328,CG32052,CG32052,protein_coding,CG32052
FBgn0267889,CR46177,CR46177,pseudogene,CR46177
FBgn0034104,CG15705,CG15705,protein_coding,CG15705
FBgn0037848,Tsp86D,CG4591,protein_coding,Tetraspanin 86D
FBgn0083050,Psi18S-1377b,CR34628,snoRNA,Psi18S-1377b
FBgn0267183,CR45623,CR45623,ncRNA,CR45623
FBgn0265633,CR44440,CR44440,ncRNA,CR44440
FBgn0261283,SREBP,CG8522,protein_coding,Sterol regulatory element binding protein
FBgn0002868,MtnA,CG9470,protein_coding,Metallothionein A
FBgn0029863,CG3823,CG3823,protein_coding,CG3823
FBgn0052287,Cys-GCA-1-3,CR32287,tRNA,Cysteine-GCA 1-3
FBgn0259737,CG42391,CG42391,protein_coding,CG42391
FBgn0003719,tld,CG6868,protein_coding,tolloid
FBgn0015664,Dref,CG5838,protein_coding,DNA replication-related element factor
FBgn0031999,CG8419,CG8419,protein_coding,CG8419
FBgn0262969,CR43280,CR43280,ncRNA,CR43280
FBgn0262699,fzr,CG3000,protein_coding,fizzy-related
FBgn0003145,prd,CG6716,protein_coding,paired
FBgn0053358,CR33358,CR33358,rRNA,CR33358
FBgn0031094,CG9578,CG9578,protein_coding,CG9578
FBgn0261538,CG42662,CG42662,protein_coding,CG42662
FBgn0044046,Ilp7,CG13317,protein_coding,Insulin-like peptide 7
FBgn0263831,Gen,CG10670,protein_coding,XPG-like endonuclease
FBgn0263547,mir-4944,CR43532,ncRNA,mir-4944 stem loop
FBgn0259965,Sfp35C,CG42475,protein_coding,Seminal fluid protein 35C
FBgn0260968,CG42591,CG42591,protein_coding,CG42591
FBgn0285950,RpL19,CG2746,protein_coding,Ribosomal protein L19
FBgn0040323,GNBP1,CG6895,protein_coding,Gram-negative bacteria binding protein 1
FBgn0052230,ND-MLRQ,CG32230,protein_coding,NADH dehydrogenase (ubiquinone) MLRQ subunit
FBgn0037323,CG2663,CG2663,protein_coding,CG2663
FBgn0039600,Prp39,CG1646,protein_coding,pre-mRNA processing factor 39
FBgn0260997,CG42598,CG42598,protein_coding,CG42598
FBgn0267919,CR46200,CR46200,ncRNA,CR46200
FBgn0033258,uno,CG8712,protein_coding,univalents only
FBgn0038083,Ugt37A3,CG5999,protein_coding,UDP-glycosyltransferase family 37 member A3
FBgn0003660,Syb,CG12210,protein_coding,Synaptobrevin
FBgn0037455,CG2336,CG2336,protein_coding,CG2336
FBgn0014466,Cp7Fc,CG15351,protein_coding,Chorion protein c at 7F
FBgn0033570,ND-B14,CG7712,protein_coding,NADH dehydrogenase (ubiquinone) B14 subunit
FBgn0262562,CG43102,CG43102,protein_coding,CG43102
FBgn0013672,ATPase6,CG34073,protein_coding,mitochondrial ATPase subunit 6
FBgn0261841,pre-mod(mdg4)-AD,CG42773,protein_coding,CG42773
FBgn0062411,Ctr1C,CG15551,protein_coding,Copper transporter 1C
FBgn0030082,HP1b,CG7041,protein_coding,Heterochromatin Protein 1b
FBgn0053413,CR33413,CR33413,rRNA,CR33413
FBgn0053302,Cpr31A,CG33302,protein_coding,Cuticular protein 31A
FBgn0263976,CR43728,CR43728,ncRNA,CR43728
FBgn0037717,CG8301,CG8301,protein_coding,CG8301
FBgn0085453,Mthfs,CG34424,protein_coding,Methenyltetrahydrofolate synthetase
FBgn0284080,CG46302,CG46302,protein_coding,CG46302
FBgn0053827,CG33827,CG33827,protein_coding,CG33827
FBgn0052673,Rab9E,CG32673,protein_coding,Rab at 9E
FBgn0265051,CR44166,CR44166,ncRNA,CR44166
FBgn0026431,Grip75,CG6176,protein_coding,Grip75
FBgn0034176,ste24a,CG9000,protein_coding,prenyl protease type I
FBgn0031601,Dim1,CG3058,protein_coding,Dim1
FBgn0034051,Mlf,CG8295,protein_coding,Myelodysplasia/myeloid leukemia factor
FBgn0263765,CR43682,CR43682,ncRNA,CR43682
FBgn0263967,CR43723,CR43723,ncRNA,CR43723
FBgn0267736,CR46067,CR46067,ncRNA,CR46067
FBgn0266728,CR45201,CR45201,ncRNA,CR45201
FBgn0053897,CG33897,CG33897,protein_coding,CG33897
FBgn0013305,Nmda1,CG3798,protein_coding,N-methyl-D-aspartate receptor-associated protein
FBgn0287595,CG46464,CG46464,protein_coding,CG46464
FBgn0261639,CR42722,CR42722,pseudogene,CR42722
FBgn0035696,Best2,CG10173,protein_coding,Bestrophin 2
FBgn0266693,CR45183,CR45183,ncRNA,CR45183
FBgn0267031,CR45475,CR45475,ncRNA,CR45475
FBgn0052681,CG32681,CG32681,protein_coding,CG32681
FBgn0036501,CG7272,CG7272,protein_coding,CG7272
FBgn0027562,CG10345,CG10345,protein_coding,CG10345
FBgn0266457,CR45082,CR45082,ncRNA,CR45082
FBgn0261640,CR42723,CR42723,pseudogene,CR42723
FBgn0266723,Trs31,CG10153,protein_coding,TRAPP subunit 31
FBgn0267056,CR45500,CR45500,ncRNA,CR45500
FBgn0033961,ND-B15,CG12859,protein_coding,NADH dehydrogenase (ubiquinone) B15 subunit
FBgn0034718,wdp,CG3413,protein_coding,windpipe
FBgn0030357,Sclp,CG2471,protein_coding,Sclp
FBgn0033901,O-fut1,CG12366,protein_coding,O-fucosyltransferase 1
FBgn0039354,Lgr3,CG31096,protein_coding,Leucine-rich repeat-containing G protein-coupled receptor 3
FBgn0034270,PIG-A,CG6401,protein_coding,Phosphatidylinositol glycan anchor biosynthesis class A
FBgn0034105,CG7755,CG7755,protein_coding,CG7755
FBgn0041225,Gr94a,CG31280,protein_coding,Gustatory receptor 94a
FBgn0266978,CR45429,CR45429,ncRNA,CR45429
FBgn0032800,CG10137,CG10137,protein_coding,CG10137
FBgn0030740,CG9917,CG9917,protein_coding,CG9917
FBgn0002922,nau,CG10250,protein_coding,nautilus
FBgn0034289,CG10910,CG10910,protein_coding,CG10910
FBgn0033819,CG4714,CG4714,protein_coding,CG4714
FBgn0004910,Eip63F-1,CG15855,protein_coding,Ecdysone-induced protein 63F 1
FBgn0028789,Doc1,CG5133,protein_coding,Dorsocross1
FBgn0263214,CR43384,CR43384,pseudogene,CR43384
FBgn0041780,Ssl2,CG11833,protein_coding,Strictosidine synthase-like 2
FBgn0265063,CG44174,CG44174,protein_coding,CG44174
FBgn0029874,CG3342,CG3342,protein_coding,CG3342
FBgn0267733,CR46064,CR46064,ncRNA,CR46064
FBgn0011878,His-GTG-1-4,CR30252,tRNA,Histidine-GTG 1-4
FBgn0030137,CG15317,CG15317,protein_coding,CG15317
FBgn0002564,Lsp1gamma,CG6821,protein_coding,Larval serum protein 1 gamma
FBgn0000077,amx,CG12127,protein_coding,almondex
FBgn0262443,mir-286,CR43006,ncRNA,mir-286 stem loop
FBgn0026147,TTLL4A,CG16833,protein_coding,Tubulin tyrosine ligase-like 4A
FBgn0037964,CG14731,CG14731,protein_coding,CG14731
FBgn0263996,CG43739,CG43739,protein_coding,CG43739
FBgn0037916,CG5342,CG5342,protein_coding,CG5342
FBgn0284254,Impbeta11,CG33139,protein_coding,Importin beta11
FBgn0038917,CG6678,CG6678,protein_coding,CG6678
FBgn0036091,CG18628,CG18628,protein_coding,CG18628
FBgn0265862,CR44651,CR44651,ncRNA,CR44651
FBgn0017457,U2af38,CG3582,protein_coding,U2 small nuclear riboprotein auxiliary factor 38
FBgn0053758,CG33758,CG33758,protein_coding,CG33758
FBgn0004189,96Ab,CR32867,snRNA,small nuclear RNA U6 at 96A b
FBgn0033554,Lsm10,CG12938,protein_coding,Lsm10
FBgn0260959,MCPH1,CG42572,protein_coding,Microcephalin
FBgn0265908,CR44697,CR44697,ncRNA,CR44697
FBgn0001197,His2Av,CG5499,protein_coding,Histone H2A variant
FBgn0032446,IFT43,CG5780,protein_coding,Intraflagellar transport 43
FBgn0267172,CR45612,CR45612,ncRNA,CR45612
FBgn0030716,Cep164,CG9170,protein_coding,centrosomal protein 164
FBgn0267721,CR46054,CR46054,ncRNA,CR46054
FBgn0053731,430e,CR33731,ncRNA,small non-coding RNA 430e
FBgn0013690,Cys-GCA,CR34065,tRNA,Cysteine-GCA
FBgn0039580,Gfat2,CG1345,protein_coding,fructose-6-phosphate aminotransferase 2
FBgn0035248,CG13919,CG13919,protein_coding,CG13919
FBgn0039430,CG5455,CG5455,protein_coding,CG5455
FBgn0033988,pcs,CG7761,protein_coding,parcas
FBgn0083000,Psi28S-1192b,CR34596,snoRNA,Psi28S-1192b
FBgn0040262,Ugt37C2,CG13270,protein_coding,UDP-glycosyltransferase family 37 member C2
FBgn0261268,Cul3,CG42616,protein_coding,Cullin 3
FBgn0265962,CR44749,CR44749,ncRNA,CR44749
FBgn0263584,CR43609,CR43609,ncRNA,CR43609
FBgn0053496,CR33496,CR33496,pseudogene,CR33496
FBgn0265592,CR44419,CR44419,ncRNA,CR44419
FBgn0286518,mir-10404-4,CR46366,ncRNA,mir-10404-4 stem loop
FBgn0265061,CR44172,CR44172,ncRNA,CR44172
FBgn0040606,CG6503,CG6503,protein_coding,CG6503
FBgn0022382,Pka-R2,CG15862,protein_coding,"Protein kinase, cAMP-dependent, regulatory subunit type 2"
FBgn0038381,EndoU,CG3303,protein_coding,Endoribonuclease U-specific
FBgn0014859,Hr38,CG1864,protein_coding,Hormone receptor-like in 38
FBgn0261929,5-HT2B,CG42796,protein_coding,5-hydroxytryptamine (serotonin) receptor 2B
FBgn0086055,Me18S-C1096,CR34684,snoRNA,CR34684
FBgn0265919,CR44708,CR44708,ncRNA,CR44708
FBgn0035622,TM9SF3,CG10590,protein_coding,Transmembrane 9 superfamily protein member 3
FBgn0083968,CG34132,CG34132,protein_coding,CG34132
FBgn0011701,repo,CG31240,protein_coding,reversed polarity
FBgn0035159,CG13896,CG13896,protein_coding,CG13896
FBgn0050181,ppk3,CG30181,protein_coding,pickpocket 3
FBgn0035010,CG13579,CG13579,protein_coding,CG13579
FBgn0023523,Or2a,CG3206,protein_coding,Odorant receptor 2a
FBgn0005631,robo1,CG13521,protein_coding,roundabout 1
FBgn0267688,CR46024,CR46024,ncRNA,CR46024
FBgn0040070,Trx2,CG31884,protein_coding,Thioredoxin 2
FBgn0000003,CR32864,CR32864,ncRNA,Signal recognition particle 7SL RNA CR32864
FBgn0019650,toy,CG11186,protein_coding,twin of eyeless
FBgn0043470,lambdaTry,CG12350,protein_coding,lambdaTry
FBgn0263571,mir-4959,CR43556,ncRNA,mir-4959 stem loop
FBgn0265718,CR44525,CR44525,ncRNA,CR44525
FBgn0053767,CG33767,CG33767,protein_coding,CG33767
FBgn0033753,Cyp301a1,CG8587,protein_coding,Cytochrome P450 301a1
FBgn0034345,CG5174,CG5174,protein_coding,CG5174
FBgn0036468,CG13461,CG13461,protein_coding,CG13461
FBgn0267619,CR45957,CR45957,ncRNA,CR45957
FBgn0004359,T48,CG5507,protein_coding,Transcript 48
FBgn0015789,Rab10,CG17060,protein_coding,Rab10
FBgn0039086,Ugt303B1,CG16732,protein_coding,UDP-glycosyltransferase family 303 member B1
FBgn0266161,CR44867,CR44867,ncRNA,CR44867
FBgn0028500,Rich,CG9063,protein_coding,RIC1 homolog
FBgn0030362,regucalcin,CG1803,protein_coding,regucalcin
FBgn0003480,spn-B,CG3325,protein_coding,spindle B
FBgn0263095,CR43363,CR43363,ncRNA,CR43363
FBgn0261399,Pp1-Y1,CG41534,protein_coding,"Protein phosphatase 1, Y-linked 1"
FBgn0002878,mus101,CG11156,protein_coding,mutagen-sensitive 101
FBgn0002522,lab,CG1264,protein_coding,labial
FBgn0267737,CR46068,CR46068,ncRNA,CR46068
FBgn0020236,ATPCL,CG8322,protein_coding,ATP citrate lyase
FBgn0264486,CG43894,CG43894,protein_coding,CG43894
FBgn0265205,CR44265,CR44265,ncRNA,CR44265
FBgn0267216,CR45656,CR45656,ncRNA,CR45656
FBgn0051946,Arg-TCT-3-1,CR31946,tRNA,Arginine-TCT 3-1
FBgn0264428,CR43846,CR43846,ncRNA,CR43846
FBgn0030775,CG9673,CG9673,protein_coding,CG9673
FBgn0030520,Pdcd4,CG10990,protein_coding,Programmed cell death 4
FBgn0005670,Cyp4d1,CG3656,protein_coding,Cytochrome P450 4d1
FBgn0027579,mino,CG5508,protein_coding,minotaur
FBgn0267322,CR45758,CR45758,ncRNA,CR45758
FBgn0034974,CG16786,CG16786,protein_coding,CG16786
FBgn0261575,tobi,CG11909,protein_coding,target of brain insulin
FBgn0031830,COX5B,CG11015,protein_coding,Cytochrome c oxidase subunit 5B
FBgn0039846,PNPase,CG11337,protein_coding,Polynucleotide phosphorylase
FBgn0263001,CR43309,CR43309,pseudogene,CR43309
FBgn0030542,CG12481,CG12481,protein_coding,CG12481
FBgn0010052,Jhe,CG8425,protein_coding,Juvenile hormone esterase
FBgn0266799,CR45261,CR45261,ncRNA,CR45261
FBgn0038144,CG8870,CG8870,protein_coding,CG8870
FBgn0029714,CG3527,CG3527,protein_coding,CG3527
FBgn0032746,CG10470,CG10470,protein_coding,CG10470
FBgn0026149,BCL7-like,CG17252,protein_coding,BCL7-like
FBgn0032943,Tsp39D,CG8666,protein_coding,Tetraspanin 39D
FBgn0267047,CG45491,CG45491,protein_coding,CG45491
FBgn0259223,CG42323,CG42323,protein_coding,CG42323
FBgn0030921,CG6290,CG6290,protein_coding,CG6290
FBgn0034539,CG11159,CG11159,protein_coding,CG11159
FBgn0011710,Septin1,CG1403,protein_coding,Septin 1
FBgn0020521,pio,CG3541,protein_coding,piopio
FBgn0031926,CG6739,CG6739,protein_coding,CG6739
FBgn0040087,p115,CG1422,protein_coding,p115
FBgn0050033,CG30033,CG30033,protein_coding,CG30033
FBgn0039210,CG13625,CG13625,protein_coding,CG13625
FBgn0034796,CG3700,CG3700,protein_coding,CG3700
FBgn0033691,CG8860,CG8860,protein_coding,CG8860
FBgn0288747,CG46522,CG46522,protein_coding,CG46522
FBgn0267400,CR45762,CR45762,ncRNA,CR45762
FBgn0084017,CR41454,CR41454,pseudogene,CR41454
FBgn0021767,org-1,CG11202,protein_coding,optomotor-blind-related-gene-1
FBgn0266813,CR45275,CR45275,ncRNA,CR45275
FBgn0265750,CR44557,CR44557,ncRNA,CR44557
FBgn0259152,Clbn,CG11847,protein_coding,Caliban
FBgn0082944,Me28S-A2634c,CR34634,snoRNA,Me28S-A2634c
FBgn0001091,Gapdh1,CG12055,protein_coding,Glyceraldehyde 3 phosphate dehydrogenase 1
FBgn0031443,Prosbeta4R2,CG17302,protein_coding,Proteasome beta4 subunit-related 2
FBgn0034660,Loxl2,CG4402,protein_coding,Lysyl oxidase-like 2
FBgn0287633,Vinr,CR46493,ncRNA,VSR interacting RNA
FBgn0031702,fusl,CG14021,protein_coding,fuseless
FBgn0038343,Trissin,CG14871,protein_coding,Trissin
FBgn0267079,CR45523,CR45523,ncRNA,CR45523
FBgn0051820,CG31820,CG31820,protein_coding,CG31820
FBgn0043534,Obp57b,CG30142,protein_coding,Odorant-binding protein 57b
FBgn0034031,CG12963,CG12963,protein_coding,CG12963
FBgn0027560,Tps1,CG4104,protein_coding,Trehalose-6-phosphate synthase 1
FBgn0287184,FASN3,CG17374,protein_coding,Fatty acid synthase 3
FBgn0010415,Sdc,CG10497,protein_coding,Syndecan
FBgn0022768,Pp2C1,CG2984,protein_coding,Protein phosphatase 2C
FBgn0033659,Damm,CG18188,protein_coding,Death associated molecule related to Mch2 caspase
FBgn0033994,CG7544,CG7544,protein_coding,CG7544
FBgn0003714,tko,CG7925,protein_coding,technical knockout
FBgn0050001,CG30001,CG30001,protein_coding,CG30001
FBgn0032967,CG1428,CG1428,protein_coding,CG1428
FBgn0034248,CG14483,CG14483,protein_coding,CG14483
FBgn0265536,CR44386,CR44386,ncRNA,CR44386
FBgn0265713,CR44520,CR44520,ncRNA,CR44520
FBgn0040814,CG14113,CG14113,protein_coding,CG14113
FBgn0267224,CR45664,CR45664,ncRNA,CR45664
FBgn0040069,vanin-like,CG32754,protein_coding,vanin-like
FBgn0262679,CG43149,CG43149,protein_coding,CG43149
FBgn0051805,CG31805,CG31805,protein_coding,CG31805
FBgn0039075,CG4393,CG4393,protein_coding,CG4393
FBgn0053635,CG33635,CG33635,protein_coding,CG33635
FBgn0039900,Syt7,CG2381,protein_coding,Synaptotagmin 7
FBgn0266243,CR44938,CR44938,ncRNA,CR44938
FBgn0050454,Glu-CTC-2-1,CR30454,tRNA,Glutamic acid-CTC 2-1
FBgn0260721,CR42548,CR42548,pseudogene,CR42548
FBgn0030509,CG11162,CG11162,protein_coding,CG11162
FBgn0032779,Alp12,CG16771,protein_coding,Alkaline phosphatase 12
FBgn0264089,sli,CG43758,protein_coding,slit
FBgn0052249,CG32249,CG32249,protein_coding,CG32249
FBgn0039588,mIF2,CG12413,protein_coding,mitochondrial translation initiation factor 2
FBgn0039417,CG6073,CG6073,protein_coding,CG6073
FBgn0051720,mthl15,CG31720,protein_coding,methuselah-like 15
FBgn0029838,CG4666,CG4666,protein_coding,CG4666
FBgn0038424,Fntb,CG17565,protein_coding,Farnesyl transferase beta subunit
FBgn0035090,CG2736,CG2736,protein_coding,CG2736
FBgn0266181,CRG,CR44887,ncRNA,CASK regulatory gene
FBgn0039902,Zip102B,CG2177,protein_coding,Zinc/iron regulated transporter-related protein 102B
FBgn0036485,FucTA,CG6869,protein_coding,"alpha1,3-fucosyltransferase A"
FBgn0262601,SmB,CG5352,protein_coding,Small ribonucleoprotein particle protein SmB
FBgn0039367,CG17197,CG17197,protein_coding,CG17197
FBgn0262027,CR42838,CR42838,pseudogene,CR42838
FBgn0053303,CG33303,CG33303,protein_coding,CG33303
FBgn0036931,CG14183,CG14183,protein_coding,CG14183
FBgn0034435,fest,CG9975,protein_coding,wurstfest
FBgn0267691,CR46027,CR46027,pseudogene,CR46027
FBgn0020764,Alas,CG3017,protein_coding,Aminolevulinate synthase
FBgn0035382,Or63a,CG9969,protein_coding,Odorant receptor 63a
FBgn0050366,swif,CG30366,protein_coding,swift-tuttle
FBgn0051450,mRpS18A,CG31450,protein_coding,mitochondrial ribosomal protein S18A
FBgn0025815,Mcm6,CG4039,protein_coding,Minichromosome maintenance 6
FBgn0051789,CG31789,CG31789,protein_coding,CG31789
FBgn0030504,CG2691,CG2691,protein_coding,CG2691
FBgn0041103,nht,CG15259,protein_coding,no hitter
FBgn0267222,CR45662,CR45662,ncRNA,CR45662
FBgn0031990,PAPLA1,CG8552,protein_coding,Phosphatidic Acid Phospholipase A1
FBgn0024232,gprs,CG18471,protein_coding,gprs
FBgn0267983,CR46250,CR46250,ncRNA,CR46250
FBgn0031540,Pif1,CG3238,protein_coding,Pif1 DNA helicase
FBgn0038551,Odj,CG7357,protein_coding,Oddjob
FBgn0261873,sdt,CG32717,protein_coding,stardust
FBgn0036583,CG13055,CG13055,protein_coding,CG13055
FBgn0039687,Naa40,CG7593,protein_coding,N(alpha)-acetyltransferase 40
FBgn0051872,CG31872,CG31872,protein_coding,CG31872
FBgn0267390,dop,CG6498,protein_coding,drop out
FBgn0053865,CG33865,CG33865,protein_coding,CG33865
FBgn0000552,Edg84A,CG2345,protein_coding,Ecdysone-dependent gene 84A
FBgn0267491,Mst77Y-13,CG45767,protein_coding,Male-specific transcript 77Y 13
FBgn0039739,RpS28a,CG15527,protein_coding,Ribosomal protein S28a
FBgn0083971,CG34135,CG34135,protein_coding,CG34135
FBgn0052225,CG32225,CG32225,protein_coding,CG32225
FBgn0035670,CG10472,CG10472,protein_coding,CG10472
FBgn0031295,CG4375,CG4375,protein_coding,CG4375
FBgn0027356,Amph,CG8604,protein_coding,Amphiphysin
FBgn0262787,CG43168,CG43168,protein_coding,CG43168
FBgn0034328,BomBc1,CG15066,protein_coding,Bomanin Bicipital 1
FBgn0030305,Uba5,CG1749,protein_coding,Ubiquitin-like activating enzyme 5
FBgn0037630,Ir85a,CG11775,protein_coding,Ionotropic receptor 85a
FBgn0038768,idc,CG4936,protein_coding,identity crisis
FBgn0029170,TwdlT,CG5812,protein_coding,TweedleT
