"","Dmel.Gene.stable.ID","Dpse.Gene.stable.ID","Dpse.Gene.name","Dpse.Gene.type","LOC","Dmel.Gene.name.x","Dmel.orthology.confidence","Dmel.orthology.type","Dmel.Gene.name.y","Flybase.annotation.ID","Dmel.Gene.type","Dmel.Gene.description"
"5486","FBgn0032957","LOC4817959","","protein_coding",4817959,"CG2225",1,"ortholog_one2one","CG2225","CG2225","protein_coding","CG2225"
"5487","FBgn0032961","LOC4818064","","protein_coding",4818064,"CG1416",1,"ortholog_one2one","CG1416","CG1416","protein_coding","CG1416"
"5488","FBgn0032964","LOC4818040","","protein_coding",4818040,"CG11630",1,"ortholog_one2one","CG11630","CG11630","protein_coding","CG11630"
"5489","FBgn0032965","LOC4818028","","protein_coding",4818028,"CG11629",0,"ortholog_one2one","CG11629","CG11629","protein_coding","CG11629"
"5490","FBgn0032966","LOC4818171","","protein_coding",4818171,"CG1421",1,"ortholog_one2one","CG1421","CG1421","protein_coding","CG1421"
"5491","FBgn0032967","LOC4817969","","protein_coding",4817969,"CG1428",1,"ortholog_one2one","CG1428","CG1428","protein_coding","CG1428"
"5492","FBgn0032968","LOC6903735","","protein_coding",6903735,"CG11634",1,"ortholog_one2one","CG11634","CG11634","protein_coding","CG11634"
"5493","FBgn0032969","LOC6903394","","protein_coding",6903394,"CG2528",1,"ortholog_one2one","CG2528","CG2528","protein_coding","CG2528"
"5494","FBgn0032971","LOC6903392","","protein_coding",6903392,"ttm3",0,"ortholog_one2one","ttm3","CG6691","protein_coding","tiny tim 3"
"5495","FBgn0032972","LOC4817925","","protein_coding",4817925,"CG10834",0,"ortholog_one2one","CG10834","CG10834","protein_coding","CG10834"
"5496","FBgn0032973","LOC4817929","","protein_coding",4817929,"CG6675",0,"ortholog_one2one","CG6675","CG6675","protein_coding","CG6675"
"5497","FBgn0032974","LOC4816230","","protein_coding",4816230,"CG3651",1,"ortholog_one2one","CG3651","CG3651","protein_coding","CG3651"
"5498","FBgn0032979","LOC4816201","","protein_coding",4816201,"Clamp",1,"ortholog_one2one","Clamp","CG1832","protein_coding","Chromatin-linked adaptor for MSL proteins"
"5499","FBgn0032981","LOC4816115","","protein_coding",4816115,"CG3635",0,"ortholog_one2one","CG3635","CG3635","protein_coding","CG3635"
"5500","FBgn0032986","LOC4816430","","protein_coding",4816430,"Nubpl",0,"ortholog_one2one","Nubpl","CG3262","protein_coding","NUBP iron-sulfur cluster assembly factor, mitochondrial"
"5501","FBgn0032987","LOC4816555","","protein_coding",4816555,"RpL21",0,"ortholog_one2one","RpL21","CG12775","protein_coding","Ribosomal protein L21"
"5502","FBgn0032988","LOC4816431","","protein_coding",4816431,"Tif-IA",1,"ortholog_one2one","Tif-IA","CG3278","protein_coding","Tif-IA"
"5503","FBgn0032997","LOC6899750","","protein_coding",6899750,"CG17486",0,"ortholog_one2one","CG17486","CG17486","protein_coding","CG17486"
"5504","FBgn0033000",NA,NA,NA,NA,NA,NA,NA,"CG14464","CG14464","protein_coding","CG14464"
"5505","FBgn0033005","LOC4803331","","protein_coding",4803331,"CG3107",0,"ortholog_one2one","CG3107","CG3107","protein_coding","CG3107"
"5506","FBgn0033010","LOC4811771","","protein_coding",4811771,"Atf6",0,"ortholog_one2one","Atf6","CG3136","protein_coding","Atf6"
"5507","FBgn0033015","LOC4803327","","protein_coding",4803327,"d4",0,"ortholog_one2one","d4","CG2682","protein_coding","d4"
"5508","FBgn0033017","LOC4803330","","protein_coding",4803330,"CG10465",1,"ortholog_one2one","CG10465","CG10465","protein_coding","CG10465"
"5509","FBgn0033019","LOC4803332","","protein_coding",4803332,"CG10395",0,"ortholog_one2one","CG10395","CG10395","protein_coding","CG10395"
"5510","FBgn0033020","LOC6897869","","protein_coding",6897869,"COX4L",0,"ortholog_one2one","COX4L","CG10396","protein_coding","Cytochrome c oxidase subunit 4-like"
"5511","FBgn0033021","LOC6899342","","protein_coding",6899342,"CG10417",0,"ortholog_one2one","CG10417","CG10417","protein_coding","CG10417"
"5512","FBgn0033027","LOC4811797","","protein_coding",4811797,"TpnC4",0,"ortholog_one2one","TpnC4","CG12408","protein_coding","Troponin C isoform 4"
"5513","FBgn0033028","LOC4816606","","protein_coding",4816606,"hrm",0,"ortholog_one2one","hrm","CG11665","protein_coding","hermes"
"5514","FBgn0033029","LOC4816338","","protein_coding",4816338,"Not3",0,"ortholog_one2one","Not3","CG8426","protein_coding","CCR4-NOT transcription complex subunit 3"
"5515","FBgn0033031","LOC4816337","","protein_coding",4816337,"CG8245",0,"ortholog_one2one","CG8245","CG8245","protein_coding","CG8245"
"5516","FBgn0033032","LOC4803333","","protein_coding",4803333,"kune",0,"ortholog_one2one","kune","CG1298","protein_coding","kune-kune"
"5517","FBgn0033033","LOC4803325","","protein_coding",4803325,"scaf",0,"ortholog_one2one","scaf","CG11066","protein_coding","scarface"
"5518","FBgn0033038","LOC4804848","","protein_coding",4804848,"CG7791",1,"ortholog_one2one","CG7791","CG7791","protein_coding","CG7791"
"5519","FBgn0033041","LOC4804841","","protein_coding",4804841,"Or42a",0,"ortholog_one2many","Or42a","CG17250","protein_coding","Odorant receptor 42a"
"5520","FBgn0033041","LOC6898665","","protein_coding",6898665,"Or42a",0,"ortholog_one2many","Or42a","CG17250","protein_coding","Odorant receptor 42a"
"5521","FBgn0033042","LOC4804842","","protein_coding",4804842,"Tsp42A",0,"ortholog_one2one","Tsp42A","CG14468","protein_coding","Tetraspanin 42A"
"5522","FBgn0033043","LOC4804840","","protein_coding",4804840,"Or42b",1,"ortholog_one2one","Or42b","CG12754","protein_coding","Odorant receptor 42b"
"5523","FBgn0033047","LOC4804849","","protein_coding",4804849,"CG7882",0,"ortholog_one2one","CG7882","CG7882","protein_coding","CG7882"
"5524","FBgn0033048","LOC6898661","","protein_coding",6898661,"CG7881",1,"ortholog_one2one","CG7881","CG7881","protein_coding","CG7881"
"5525","FBgn0033050","LOC4804828","","protein_coding",4804828,"Pngl",1,"ortholog_one2one","Pngl","CG7865","protein_coding","PNGase-like"
"5526","FBgn0033051","LOC4804827","","protein_coding",4804827,"Strica",1,"ortholog_one2one","Strica","CG7863","protein_coding","Ser/Thr-rich caspase"
"5527","FBgn0033052","LOC4804826","","protein_coding",4804826,"SCAP",1,"ortholog_one2one","SCAP","CG33131","protein_coding","SREBP cleavage activating protein"
"5528","FBgn0033054","LOC4804825","","protein_coding",4804825,"CG14591",1,"ortholog_one2one","CG14591","CG14591","protein_coding","CG14591"
"5529","FBgn0033055","LOC4804824","","protein_coding",4804824,"Tbce",1,"ortholog_one2one","Tbce","CG7861","protein_coding","Tubulin-binding cofactor E"
"5530","FBgn0033056","LOC4805673","","protein_coding",4805673,"CG7856",0,"ortholog_one2one","CG7856","CG7856","protein_coding","CG7856"
"5531","FBgn0033058","LOC4805672","","protein_coding",4805672,"CCHa2-R",0,"ortholog_one2one","CCHa2-R","CG14593","protein_coding","CCHamide-2 receptor"
"5532","FBgn0033060","LOC6899089","","protein_coding",6899089,"CG7849",0,"ortholog_one2one","CG7849","CG7849","protein_coding","CG7849"
"5533","FBgn0033061",NA,NA,NA,NA,NA,NA,NA,"SmydA-5","CG14590","protein_coding","SET and MYND domain containing, arthropod-specific, member 5"
"5534","FBgn0033062","LOC4805668","","protein_coding",4805668,"Ars2",1,"ortholog_one2one","Ars2","CG7843","protein_coding","Arsenic resistance protein 2"
"5535","FBgn0033063","LOC4805567","","protein_coding",4805567,"CG14589",1,"ortholog_one2one","CG14589","CG14589","protein_coding","CG14589"
"5536","FBgn0033065","LOC4805568","","protein_coding",4805568,"Cyp6w1",1,"ortholog_one2one","Cyp6w1","CG8345","protein_coding","Cytochrome P450 6w1"
"5537","FBgn0033067",NA,NA,NA,NA,NA,NA,NA,"CG11211","CG11211","protein_coding","CG11211"
"5538","FBgn0033069","LOC6899050","","protein_coding",6899050,"eIF3f2",1,"ortholog_one2one","eIF3f2","CG8335","protein_coding","eukaryotic translation initiation factor 3 subunit f2"
"5539","FBgn0033072","LOC4805574","","protein_coding",4805574,"CG17994",1,"ortholog_one2one","CG17994","CG17994","protein_coding","CG17994"
"5540","FBgn0033074","LOC6899051","","protein_coding",6899051,"tomboy40",1,"ortholog_one2one","tomboy40","CG8330","protein_coding","tomboy40"
"5541","FBgn0033076",NA,NA,NA,NA,NA,NA,NA,"CG15233","CG15233","protein_coding","CG15233"
"5542","FBgn0033079","LOC4805584","","protein_coding",4805584,"Fmo-2",1,"ortholog_one2one","Fmo-2","CG3174","protein_coding","Flavin-containing monooxygenase 2"
"5543","FBgn0033081","LOC4805457","","protein_coding",4805457,"geminin",1,"ortholog_one2one","geminin","CG3183","protein_coding","geminin"
"5544","FBgn0033085","LOC4803420","","protein_coding",4803420,"CG15908",1,"ortholog_one2one","CG15908","CG15908","protein_coding","CG15908"
"5545","FBgn0033086","LOC4803421","","protein_coding",4803421,"CG9410",1,"ortholog_one2one","CG9410","CG9410","protein_coding","CG9410"
"5546","FBgn0033087","LOC4803422","","protein_coding",4803422,"Hsepi",1,"ortholog_one2one","Hsepi","CG3194","protein_coding","Heparan sulfate C5-epimerase"
"5547","FBgn0033088","LOC4803423","","protein_coding",4803423,"PGAP3",1,"ortholog_one2one","PGAP3","CG3271","protein_coding","Post-GPI attachment to proteins 3"
"5548","FBgn0033089","LOC4803424","","protein_coding",4803424,"CG17266",1,"ortholog_one2one","CG17266","CG17266","protein_coding","CG17266"
"5549","FBgn0033090","LOC4803427","","protein_coding",4803427,"CG15909",0,"ortholog_one2many","CG15909","CG15909","protein_coding","CG15909"
"5550","FBgn0033092","LOC4803428","","protein_coding",4803428,"Rpp25",1,"ortholog_one2one","Rpp25","CG9422","protein_coding","Ribonuclease P/MRP subunit p25"
"5551","FBgn0033093","LOC4803429","","protein_coding",4803429,"CG3270",1,"ortholog_one2one","CG3270","CG3270","protein_coding","CG3270"
"5552","FBgn0033095","LOC4803432","","protein_coding",4803432,"chk",1,"ortholog_one2one","chk","CG3409","protein_coding","chaski"
"5553","FBgn0033096","LOC4803433","","protein_coding",4803433,"Zip42C.1",1,"ortholog_one2one","Zip42C.1","CG9428","protein_coding","Zinc/iron regulated transporter-related protein 42C.1"
"5554","FBgn0033097","LOC4803434","","protein_coding",4803434,"Zip42C.2",1,"ortholog_one2one","Zip42C.2","CG9430","protein_coding","Zinc/iron regulated transporter-related protein 42C.2"
"5555","FBgn0033100","LOC4803406","","protein_coding",4803406,"CG3420",1,"ortholog_one2one","CG3420","CG3420","protein_coding","CG3420"
"5556","FBgn0033101","LOC4803407","","protein_coding",4803407,"CG9436",1,"ortholog_one2one","CG9436","CG9436","protein_coding","CG9436"
"5557","FBgn0033104","LOC4803412","","protein_coding",4803412,"CG15237",1,"ortholog_one2one","CG15237","CG15237","protein_coding","CG15237"
"5558","FBgn0033108","LOC4803416","","protein_coding",4803416,"CG15236",1,"ortholog_one2one","CG15236","CG15236","protein_coding","CG15236"
"5559","FBgn0033110","LOC6898084","","protein_coding",6898084,"CG9447",1,"ortholog_one2one","CG9447","CG9447","protein_coding","CG9447"
"5560","FBgn0033112",NA,NA,NA,NA,NA,NA,NA,"Spn42Db","CG9454","protein_coding","Serpin 42Db"
"5561","FBgn0033113","LOC4803439","","protein_coding",4803439,"Spn42Dc",1,"ortholog_one2one","Spn42Dc","CG9455","protein_coding","Serpin 42Dc"
"5562","FBgn0033115","LOC6900236","","protein_coding",6900236,"Spn42De",0,"ortholog_one2one","Spn42De","CG9460","protein_coding","Serpin 42De"
"5563","FBgn0033117","LOC4803443","","protein_coding",4803443,"CG3358",1,"ortholog_one2one","CG3358","CG3358","protein_coding","CG3358"
"5564","FBgn0033121","LOC6898095","","protein_coding",6898095,"Cyp6u1",1,"ortholog_one2one","Cyp6u1","CG3567","protein_coding","Cytochrome P450 6u1"
"5565","FBgn0033122","LOC4803450","","protein_coding",4803450,"CG17002",1,"ortholog_one2one","CG17002","CG17002","protein_coding","CG17002"
"5566","FBgn0033124","LOC4803455","","protein_coding",4803455,"Tsp42Ec",1,"ortholog_one2one","Tsp42Ec","CG12847","protein_coding","Tetraspanin 42Ec"
"5567","FBgn0033127","LOC4803458","","protein_coding",4803458,"Tsp42Ef",1,"ortholog_one2one","Tsp42Ef","CG12845","protein_coding","Tetraspanin 42Ef"
"5568","FBgn0033128","LOC4803461","","protein_coding",4803461,"Tsp42Eg",1,"ortholog_one2one","Tsp42Eg","CG12142","protein_coding","Tetraspanin 42Eg"
"5569","FBgn0033129","LOC4803460","","protein_coding",4803460,"Tsp42Eh",1,"ortholog_one2one","Tsp42Eh","CG12844","protein_coding","Tetraspanin 42Eh"
"5570","FBgn0033130","LOC6898098","","protein_coding",6898098,"Tsp42Ei",1,"ortholog_one2one","Tsp42Ei","CG12843","protein_coding","Tetraspanin 42Ei"
"5571","FBgn0033131",NA,NA,NA,NA,NA,NA,NA,"CR12842","CR12842","pseudogene","CR12842"
"5572","FBgn0033132","LOC4803464","","protein_coding",4803464,"Tsp42Ej",1,"ortholog_one2one","Tsp42Ej","CG12143","protein_coding","Tetraspanin 42Ej"
"5573","FBgn0033133","LOC4803465","","protein_coding",4803465,"Tsp42Ek",1,"ortholog_one2one","Tsp42Ek","CG12841","protein_coding","Tetraspanin 42Ek"
"5574","FBgn0033134","LOC4803462","","protein_coding",4803462,"Tsp42El",1,"ortholog_one2one","Tsp42El","CG12840","protein_coding","Tetraspanin 42El"
"5575","FBgn0033135","LOC4803466","","protein_coding",4803466,"Tsp42En",1,"ortholog_one2one","Tsp42En","CG12839","protein_coding","Tetraspanin 42En"
"5576","FBgn0033136","LOC4803467","","protein_coding",4803467,"Tsp42Eo",1,"ortholog_one2one","Tsp42Eo","CG12838","protein_coding","Tetraspanin 42Eo"
"5577","FBgn0033137","LOC4803468","","protein_coding",4803468,"Tsp42Ep",1,"ortholog_one2one","Tsp42Ep","CG4471","protein_coding","Tetraspanin 42Ep"
"5578","FBgn0033138","LOC4803470","","protein_coding",4803470,"Tsp42Eq",1,"ortholog_one2one","Tsp42Eq","CG12832","protein_coding","Tetraspanin 42Eq"
"5579","FBgn0033139","LOC6903853","","protein_coding",6903853,"Tsp42Er",1,"ortholog_one2one","Tsp42Er","CG12837","protein_coding","Tetraspanin 42Er"
"5580","FBgn0033140","LOC4803471","","protein_coding",4803471,"CG12836",1,"ortholog_one2one","CG12836","CG12836","protein_coding","CG12836"
"5581","FBgn0033141","LOC4803472","","protein_coding",4803472,"CG12831",1,"ortholog_one2one","CG12831","CG12831","protein_coding","CG12831"
"5582","FBgn0033145",NA,NA,NA,NA,NA,NA,NA,"CG12828","CG12828","protein_coding","CG12828"
"5583","FBgn0033149",NA,NA,NA,NA,NA,NA,NA,"CG11060","CG11060","protein_coding","CG11060"
"5584","FBgn0033153","LOC4803483","","protein_coding",4803483,"Gadd45",1,"ortholog_one2one","Gadd45","CG11086","protein_coding","Growth arrest and DNA damage-inducible 45"
"5585","FBgn0033154","LOC4803484","","protein_coding",4803484,"CG1850",1,"ortholog_one2one","CG1850","CG1850","protein_coding","CG1850"
"5586","FBgn0033155","LOC4803485","","protein_coding",4803485,"Br140",1,"ortholog_one2one","Br140","CG1845","protein_coding","Bromodomain-containing protein, 140kD"
"5587","FBgn0033158","LOC4803488","","protein_coding",4803488,"CG12164",1,"ortholog_one2one","CG12164","CG12164","protein_coding","CG12164"
"5588","FBgn0033159",NA,NA,NA,NA,NA,NA,NA,"Dscam1","CG17800","protein_coding","Down syndrome cell adhesion molecule 1"
"5589","FBgn0033160","LOC4803493","","protein_coding",4803493,"Dhx15",1,"ortholog_one2one","Dhx15","CG11107","protein_coding","DEAH-box helicase 15"
"5590","FBgn0033164",NA,NA,NA,NA,NA,NA,NA,"CG11112","CG11112","protein_coding","CG11112"
"5591","FBgn0033165",NA,NA,NA,NA,NA,NA,NA,"CG11113","CG11113","protein_coding","CG11113"
"5592","FBgn0033166","LOC6898111","","protein_coding",6898111,"Eaf",1,"ortholog_one2one","Eaf","CG11166","protein_coding","ELL-associated factor"
"5593","FBgn0033167",NA,NA,NA,NA,NA,NA,NA,"CG1701","CG1701","protein_coding","CG1701"
"5594","FBgn0033168","LOC6898113","","protein_coding",6898113,"CG11145",1,"ortholog_one2many","CG11145","CG11145","protein_coding","CG11145"
"5595","FBgn0033168","LOC6896828","","protein_coding",6896828,"CG11145",0,"ortholog_one2many","CG11145","CG11145","protein_coding","CG11145"
"5596","FBgn0033169","LOC4803498","","protein_coding",4803498,"CG11123",1,"ortholog_one2one","CG11123","CG11123","protein_coding","CG11123"
"5597","FBgn0033170","LOC4803499","","protein_coding",4803499,"sPLA2",1,"ortholog_one2one","sPLA2","CG11124","protein_coding","secretory Phospholipase A2"
"5598","FBgn0033174",NA,NA,NA,NA,NA,NA,NA,"CG11125","CG11125","protein_coding","CG11125"
"5599","FBgn0033177","LOC4804171","","protein_coding",4804171,"CG11141",1,"ortholog_one2one","CG11141","CG11141","protein_coding","CG11141"
"5600","FBgn0033178","LOC4804927","","protein_coding",4804927,"CG11127",1,"ortholog_one2one","CG11127","CG11127","protein_coding","CG11127"
"5601","FBgn0033179","LOC4804926","","protein_coding",4804926,"p47",1,"ortholog_one2one","p47","CG11139","protein_coding","p47"
"5602","FBgn0033183","LOC6898693","","protein_coding",6898693,"CG1620",1,"ortholog_one2one","CG1620","CG1620","protein_coding","CG1620"
"5603","FBgn0033184","LOC4804919","","protein_coding",4804919,"mEFTu2",1,"ortholog_one2one","mEFTu2","CG12736","protein_coding","mitochondrial translation elongation factor Tu 2"
"5604","FBgn0033185","LOC4815791","","protein_coding",4815791,"CG1603",0,"ortholog_one2many","CG1603","CG1603","protein_coding","CG1603"
"5605","FBgn0033186","LOC4804916","","protein_coding",4804916,"CG1602",1,"ortholog_one2one","CG1602","CG1602","protein_coding","CG1602"
"5606","FBgn0033187","LOC4804915","","protein_coding",4804915,"PIG-G",1,"ortholog_one2one","PIG-G","CG2144","protein_coding","Phosphatidylinositol glycan anchor biosynthesis class G"
"5607","FBgn0033188","LOC4804913","","protein_coding",4804913,"Drat",1,"ortholog_one2one","Drat","CG1600","protein_coding","Death resistor Adh domain containing target"
"5608","FBgn0033190","LOC4804911","","protein_coding",4804911,"Gpo2",1,"ortholog_one2one","Gpo2","CG2137","protein_coding","Glycerophosphate oxidase 2"
"5609","FBgn0033191","LOC4804910","","protein_coding",4804910,"CG1598",1,"ortholog_one2one","CG1598","CG1598","protein_coding","CG1598"
"5610","FBgn0033192","LOC4804909","","protein_coding",4804909,"Corin",1,"ortholog_one2one","Corin","CG2105","protein_coding","Corin"
"5611","FBgn0033194","LOC4804906","","protein_coding",4804906,"Vps13",1,"ortholog_one2one","Vps13","CG2093","protein_coding","Vacuolar protein sorting 13"
"5612","FBgn0033195","LOC4804904","","protein_coding",4804904,"CG1360",1,"ortholog_one2one","CG1360","CG1360","protein_coding","CG1360"
"5613","FBgn0033196","LOC4804902","","protein_coding",4804902,"HisT",1,"ortholog_one2one","HisT","CG1358","protein_coding","Histamine transporter"
"5614","FBgn0033199","LOC4804899","","protein_coding",4804899,"CG17985",1,"ortholog_one2one","CG17985","CG17985","protein_coding","CG17985"
